ZCTA Name,Median Household Income,Population Below Poverty Level,Total Population for Poverty Determination,state,ZCTA,Poverty Rate (%)
ZCTA5 44084,62188,674,3441,39,44084,19.58732926474862
ZCTA5 44085,66513,421,3514,39,44085,11.980648833238474
ZCTA5 44086,71563,242,2363,39,44086,10.241218789674143
ZCTA5 44087,75636,1416,20716,39,44087,6.835296389264337
ZCTA5 44089,63333,943,15531,39,44089,6.071727512716502
ZCTA5 44090,62069,813,11936,39,44090,6.811327077747989
ZCTA5 44092,54306,1304,16472,39,44092,7.916464303059738
ZCTA5 44093,74107,85,1018,39,44093,8.349705304518663
ZCTA5 44094,64969,2487,35332,39,44094,7.038944865843994
ZCTA5 44095,58588,2850,33073,39,44095,8.617301121760953
ZCTA5 44099,53409,231,2558,39,44099,9.030492572322126
ZCTA5 44101,-666666666,0,0,39,44101,
ZCTA5 44102,32349,16090,45392,39,44102,35.446774762072614
ZCTA5 44103,19730,6406,15248,39,44103,42.01206715634838
ZCTA5 44104,16999,10404,19814,39,44104,52.508327445240745
ZCTA5 44105,27470,13064,36561,39,44105,35.732064221438144
ZCTA5 44106,29225,7314,20885,39,44106,35.02034953315777
ZCTA5 44107,53324,6970,50005,39,44107,13.938606139386062
ZCTA5 44108,27595,7085,21201,39,44108,33.41823498891562
ZCTA5 44109,33267,11024,39941,39,44109,27.600711048796978
ZCTA5 44110,23584,6962,18158,39,44110,38.34122700737967
ZCTA5 44111,43624,9009,42011,39,44111,21.44438361381543
ZCTA5 44112,22412,7360,21042,39,44112,34.97766372017869
ZCTA5 44113,54661,4929,17849,39,44113,27.614992436551066
ZCTA5 44114,36182,2798,6849,39,44114,40.85267922324427
ZCTA5 44115,14952,5027,8171,39,44115,61.522457471545714
ZCTA5 44116,74657,962,19941,39,44116,4.824231482874479
ZCTA5 44117,32292,1962,9442,39,44117,20.779495869519167
ZCTA5 44118,64475,5732,37045,39,44118,15.473073289242814
ZCTA5 44119,40354,2907,13047,39,44119,22.28098413428374
ZCTA5 44120,39657,7434,34846,39,44120,21.3338690237043
ZCTA5 44121,54544,5394,31887,39,44121,16.91598457051463
ZCTA5 44122,82961,2476,31922,39,44122,7.756406240210513
ZCTA5 44123,41472,3594,16962,39,44123,21.188539087371772
ZCTA5 44124,66129,2312,36776,39,44124,6.28670872308027
ZCTA5 44125,48128,4124,27304,39,44125,15.104014063873425
ZCTA5 44126,61357,1308,16161,39,44126,8.093558566920365
ZCTA5 44127,20813,1950,4189,39,44127,46.5504893769396
ZCTA5 44128,35794,6346,28523,39,44128,22.248711566104546
ZCTA5 44129,57064,2861,28024,39,44129,10.209106480159862
ZCTA5 44130,56981,4237,48996,39,44130,8.647644705690261
ZCTA5 44131,88250,884,20400,39,44131,4.333333333333334
ZCTA5 44132,36764,3329,13717,39,44132,24.269155063060435
ZCTA5 44133,70311,1442,29724,39,44133,4.851298613914682
ZCTA5 44134,55118,2748,36031,39,44134,7.626765840526213
ZCTA5 44135,37143,7370,27118,39,44135,27.177520466111073
ZCTA5 44136,79334,1403,25483,39,44136,5.505631205117137
ZCTA5 44137,42886,4790,22321,39,44137,21.45961202455087
ZCTA5 44138,75744,800,22149,39,44138,3.611901214501784
ZCTA5 44139,107034,1295,23778,39,44139,5.446210783076793
ZCTA5 44140,103582,510,15177,39,44140,3.3603478948408774
ZCTA5 44141,108406,607,13696,39,44141,4.431950934579439
ZCTA5 44142,53309,2252,18470,39,44142,12.192744991878723
ZCTA5 44143,63292,2084,23729,39,44143,8.782502423195245
ZCTA5 44144,47444,3601,21400,39,44144,16.827102803738317
ZCTA5 44145,86008,1472,31554,39,44145,4.665018698104836
ZCTA5 44146,47676,3857,28683,39,44146,13.44698950597915
ZCTA5 44147,89795,313,19221,39,44147,1.6284272410384475
ZCTA5 44149,95870,629,18924,39,44149,3.3238216021982665
ZCTA5 44201,71563,378,6940,39,44201,5.446685878962536
ZCTA5 44202,94006,959,20110,39,44202,4.7687717553455995
ZCTA5 44203,49343,5579,39920,39,44203,13.975450901803606
ZCTA5 44212,72204,2784,44252,39,44212,6.291241073849769
ZCTA5 44214,69471,206,2461,39,44214,8.370581064607883
ZCTA5 44215,56369,222,2207,39,44215,10.058903488898958
ZCTA5 44216,80027,397,9345,39,44216,4.248261102193687
ZCTA5 44217,63036,173,3538,39,44217,4.889768230638778
ZCTA5 44221,54822,3277,29261,39,44221,11.199207135777998
ZCTA5 44223,67966,1167,17292,39,44223,6.748785565579459
ZCTA5 44224,71609,2698,38884,39,44224,6.938586565168192
ZCTA5 44230,68214,475,8339,39,44230,5.696126633888955
ZCTA5 44231,60357,713,8870,39,44231,8.038331454340474
ZCTA5 44233,96823,361,7921,39,44233,4.557505365484156
ZCTA5 44234,75677,96,3413,39,44234,2.8127746850278346
ZCTA5 44235,79773,257,1894,39,44235,13.569165786694825
ZCTA5 44236,131956,581,25258,39,44236,2.300261303349434
ZCTA5 44240,46268,8674,38922,39,44240,22.28559683469503
ZCTA5 44241,65816,1493,16318,39,44241,9.149405564407404
ZCTA5 44243,-666666666,0,0,39,44243,
ZCTA5 44250,46525,154,1009,39,44250,15.262636273538158
ZCTA5 44251,93594,71,958,39,44251,7.411273486430063
ZCTA5 44253,84286,97,3094,39,44253,3.1351001939237233
ZCTA5 44254,50979,561,5049,39,44254,11.11111111111111
ZCTA5 44255,54561,1171,7911,39,44255,14.802174187839718
ZCTA5 44256,83158,3707,62707,39,44256,5.91162071220119
ZCTA5 44260,63329,657,12987,39,44260,5.058905058905059
ZCTA5 44262,64810,454,5002,39,44262,9.076369452219113
ZCTA5 44264,87188,111,2766,39,44264,4.0130151843817785
ZCTA5 44265,-666666666,0,0,39,44265,
ZCTA5 44266,50820,4286,33129,39,44266,12.937305683841952
ZCTA5 44270,52437,1131,8562,39,44270,13.209530483531884
ZCTA5 44272,62589,677,5329,39,44272,12.704072058547569
ZCTA5 44273,68860,344,7226,39,44273,4.760586769997232
ZCTA5 44274,-666666666,161,162,39,44274,99.38271604938271
ZCTA5 44275,77455,197,3386,39,44275,5.818074424099232
ZCTA5 44276,76705,103,1899,39,44276,5.423907319641917
ZCTA5 44278,76069,1193,17608,39,44278,6.775329395729214
ZCTA5 44280,83813,91,4464,39,44280,2.038530465949821
ZCTA5 44281,74907,1718,31939,39,44281,5.379003725852407
ZCTA5 44285,-666666666,0,35,39,44285,0.0
ZCTA5 44286,117390,110,5925,39,44286,1.8565400843881856
ZCTA5 44287,56171,880,7742,39,44287,11.36657194523379
ZCTA5 44288,45641,527,3542,39,44288,14.878599661208359
ZCTA5 44301,44133,2944,14983,39,44301,19.648935460188213
ZCTA5 44302,26422,1559,4457,39,44302,34.97868521426969
ZCTA5 44303,61346,931,7629,39,44303,12.20343426399266
ZCTA5 44304,22661,1912,3299,39,44304,57.95695665353138
ZCTA5 44305,40479,5270,22662,39,44305,23.254787750419204
ZCTA5 44306,31264,7075,21592,39,44306,32.766765468692114
ZCTA5 44307,23009,2524,6395,39,44307,39.46833463643472
ZCTA5 44308,13720,415,658,39,44308,63.06990881458967
ZCTA5 44310,34556,6404,25726,39,44310,24.893104252507193
ZCTA5 44311,20109,3413,6638,39,44311,51.416089183489
ZCTA5 44312,52162,3024,31304,39,44312,9.66010733452594
ZCTA5 44313,58574,2694,25519,39,44313,10.55684000156746
ZCTA5 44314,37089,4016,18894,39,44314,21.25542500264634
ZCTA5 44319,63530,1476,22275,39,44319,6.626262626262626
ZCTA5 44320,31946,4570,18552,39,44320,24.633462699439413
ZCTA5 44321,92209,658,14997,39,44321,4.387544175501767
ZCTA5 44333,84258,999,18145,39,44333,5.505648939101681
ZCTA5 44401,57200,166,2814,39,44401,5.899076048329779
ZCTA5 44402,68258,209,3278,39,44402,6.375838926174497
ZCTA5 44403,56763,573,3920,39,44403,14.61734693877551
ZCTA5 44404,75250,74,1583,39,44404,4.674668351231838
ZCTA5 44405,31631,2578,7889,39,44405,32.67841298009887
ZCTA5 44406,80992,1067,21313,39,44406,5.006334162248393
ZCTA5 44408,52247,828,9393,39,44408,8.815075055892686
ZCTA5 44410,60623,1479,16772,39,44410,8.818268542809445
ZCTA5 44411,60321,175,2197,39,44411,7.965407373691398
ZCTA5 44412,61468,131,2456,39,44412,5.333876221498372
ZCTA5 44413,49213,747,7076,39,44413,10.556811758055398
ZCTA5 44417,44441,234,1847,39,44417,12.669193286410396
ZCTA5 44418,54257,37,1136,39,44418,3.2570422535211265
ZCTA5 44420,41971,2081,14774,39,44420,14.085555705969947
ZCTA5 44423,57273,247,2495,39,44423,9.899799599198397
ZCTA5 44425,51376,1886,14033,39,44425,13.43974916268795
ZCTA5 44427,48607,176,1458,39,44427,12.071330589849108
ZCTA5 44428,49247,449,3053,39,44428,14.706845725515885
ZCTA5 44429,46406,249,2629,39,44429,9.471281856219095
ZCTA5 44430,47051,864,3383,39,44430,25.53946201596216
ZCTA5 44431,56528,524,4476,39,44431,11.706881143878462
ZCTA5 44432,45380,1691,10265,39,44432,16.47345348270823
ZCTA5 44436,64734,232,3782,39,44436,6.134320465362243
ZCTA5 44437,50668,364,4229,39,44437,8.607235753133128
ZCTA5 44438,35678,963,4211,39,44438,22.868677273806696
ZCTA5 44439,-666666666,36,165,39,44439,21.818181818181817
ZCTA5 44440,56466,463,4578,39,44440,10.113586719091307
ZCTA5 44441,58319,66,1803,39,44441,3.6605657237936775
ZCTA5 44442,53917,333,3801,39,44442,8.760852407261247
ZCTA5 44443,70673,200,1753,39,44443,11.409013120365088
ZCTA5 44444,52600,1115,9682,39,44444,11.516215657921917
ZCTA5 44445,57500,257,3610,39,44445,7.119113573407203
ZCTA5 44446,43052,3224,19890,39,44446,16.209150326797385
ZCTA5 44449,64286,170,1313,39,44449,12.947448591012947
ZCTA5 44450,60474,165,2014,39,44450,8.192651439920557
ZCTA5 44451,62083,187,2696,39,44451,6.93620178041543
ZCTA5 44452,67702,221,3351,39,44452,6.595046254849299
ZCTA5 44454,47679,271,1097,39,44454,24.703737465815863
ZCTA5 44455,51607,144,1689,39,44455,8.52575488454707
ZCTA5 44460,49324,3664,24596,39,44460,14.896731175800943
ZCTA5 44470,62181,255,3882,39,44470,6.568778979907264
ZCTA5 44471,40529,2053,10567,39,44471,19.428409198447998
ZCTA5 44473,55967,449,3281,39,44473,13.684852179213655
ZCTA5 44481,52952,1207,9131,39,44481,13.218705508706604
ZCTA5 44483,38402,5852,24146,39,44483,24.2358982854303
ZCTA5 44484,53007,3617,21108,39,44484,17.1356831533068
ZCTA5 44485,25454,6020,15773,39,44485,38.16648703480631
ZCTA5 44490,38885,203,901,39,44490,22.530521642619313
ZCTA5 44491,58750,473,3462,39,44491,13.66262276140959
ZCTA5 44493,-666666666,0,56,39,44493,0.0
ZCTA5 44502,30692,2709,8419,39,44502,32.177218196935506
ZCTA5 44503,9583,342,512,39,44503,66.796875
ZCTA5 44504,33590,789,3895,39,44504,20.256739409499357
ZCTA5 44505,28889,5398,15791,39,44505,34.18402887720854
ZCTA5 44506,34387,861,2853,39,44506,30.17875920084122
ZCTA5 44507,18900,2923,5145,39,44507,56.81243926141886
ZCTA5 44509,28656,4910,12180,39,44509,40.311986863711
ZCTA5 44510,17011,1373,2608,39,44510,52.645705521472394
ZCTA5 44511,40104,3718,20090,39,44511,18.50671976107516
ZCTA5 44512,55190,3338,32125,39,44512,10.390661478599222
ZCTA5 44514,67647,1230,21528,39,44514,5.713489409141583
ZCTA5 44515,46735,3269,25827,39,44515,12.657296627560305
ZCTA5 44601,46239,5986,32649,39,44601,18.334405341664368
ZCTA5 44606,62381,1423,8494,39,44606,16.753002119142923
ZCTA5 44607,-666666666,10,161,39,44607,6.211180124223603
ZCTA5 44608,55851,231,2231,39,44608,10.354101299865532
ZCTA5 44609,52357,337,3724,39,44609,9.049409237379162
ZCTA5 44610,55000,30,170,39,44610,17.647058823529413
ZCTA5 44611,55104,239,2056,39,44611,11.624513618677042
ZCTA5 44612,71383,242,5288,39,44612,4.576399394856279
ZCTA5 44613,44583,266,1988,39,44613,13.380281690140844
ZCTA5 44614,72003,577,12338,39,44614,4.676608850705138
ZCTA5 44615,56352,1064,9491,39,44615,11.210620587925403
ZCTA5 44618,60833,558,6601,39,44618,8.453264656870171
ZCTA5 44620,59821,165,1809,39,44620,9.12106135986733
ZCTA5 44621,47540,733,4398,39,44621,16.666666666666664
ZCTA5 44622,59542,1407,17682,39,44622,7.957244655581948
ZCTA5 44624,68036,377,5388,39,44624,6.997030438010393
ZCTA5 44625,66307,22,1672,39,44625,1.3157894736842104
ZCTA5 44626,76250,182,2794,39,44626,6.513958482462419
ZCTA5 44627,67716,383,7167,39,44627,5.343937491279475
ZCTA5 44628,50197,38,826,39,44628,4.600484261501211
ZCTA5 44629,54653,176,2530,39,44629,6.956521739130435
ZCTA5 44632,66367,576,9467,39,44632,6.084292806591318
ZCTA5 44633,65822,183,2393,39,44633,7.647304638529043
ZCTA5 44634,62917,77,1847,39,44634,4.168922577152139
ZCTA5 44637,40197,936,2986,39,44637,31.34628265237776
ZCTA5 44638,57639,414,1434,39,44638,28.870292887029287
ZCTA5 44640,60833,32,230,39,44640,13.91304347826087
ZCTA5 44641,65366,1549,19714,39,44641,7.857360251597849
ZCTA5 44643,51429,524,3907,39,44643,13.411824929613514
ZCTA5 44644,48889,670,4761,39,44644,14.072673808023525
ZCTA5 44645,70893,117,2509,39,44645,4.66321243523316
ZCTA5 44646,54813,5329,46476,39,44646,11.466133057922368
ZCTA5 44647,50902,2433,18540,39,44647,13.122977346278317
ZCTA5 44651,44688,51,612,39,44651,8.333333333333332
ZCTA5 44652,-666666666,0,0,39,44652,
ZCTA5 44653,42841,111,596,39,44653,18.624161073825505
ZCTA5 44654,64189,1418,19897,39,44654,7.126702517967533
ZCTA5 44656,71600,379,2647,39,44656,14.318095957687948
ZCTA5 44657,60394,1175,9532,39,44657,12.326898866974402
ZCTA5 44659,55250,20,136,39,44659,14.705882352941178
ZCTA5 44661,37361,32,144,39,44661,22.22222222222222
ZCTA5 44662,60093,847,9525,39,44662,8.89238845144357
ZCTA5 44663,47815,4002,24911,39,44663,16.065192083818395
ZCTA5 44666,74492,54,2475,39,44666,2.181818181818182
ZCTA5 44667,58253,1767,13081,39,44667,13.508141579389953
ZCTA5 44669,59219,182,1478,39,44669,12.313937753721245
ZCTA5 44670,54896,0,168,39,44670,0.0
ZCTA5 44671,-666666666,20,179,39,44671,11.1731843575419
ZCTA5 44672,41995,798,4545,39,44672,17.557755775577558
ZCTA5 44675,51905,197,1970,39,44675,10.0
ZCTA5 44676,63342,561,5062,39,44676,11.082576056894508
ZCTA5 44677,52917,409,2583,39,44677,15.83430120015486
ZCTA5 44678,99702,36,356,39,44678,10.112359550561797
ZCTA5 44680,62898,477,4329,39,44680,11.01871101871102
ZCTA5 44681,61997,494,8436,39,44681,5.8558558558558556
ZCTA5 44682,65329,158,1025,39,44682,15.414634146341463
ZCTA5 44683,45783,1965,8130,39,44683,24.169741697416974
ZCTA5 44685,83227,1918,27874,39,44685,6.880964339527876
ZCTA5 44687,14276,0,33,39,44687,0.0
ZCTA5 44688,55984,441,2961,39,44688,14.893617021276595
ZCTA5 44689,56354,22,782,39,44689,2.813299232736573
ZCTA5 44690,95817,0,163,39,44690,0.0
ZCTA5 44691,55143,5047,41718,39,44691,12.097895392875976
ZCTA5 44693,56250,0,38,39,44693,0.0
ZCTA5 44695,50219,287,1475,39,44695,19.45762711864407
ZCTA5 44697,50893,3,183,39,44697,1.639344262295082
ZCTA5 44699,44450,36,756,39,44699,4.761904761904762
ZCTA5 44702,10714,454,740,39,44702,61.35135135135135
ZCTA5 44703,30085,2327,8127,39,44703,28.632951888765838
ZCTA5 44704,23406,1597,3434,39,44704,46.5055329062318
ZCTA5 44705,34291,6469,19083,39,44705,33.89928208352984
ZCTA5 44706,49857,2263,16495,39,44706,13.719308881479236
ZCTA5 44707,26595,3812,8896,39,44707,42.85071942446043
ZCTA5 44708,55645,2886,25078,39,44708,11.50809474439748
ZCTA5 44709,47343,2773,17790,39,44709,15.587408656548623
ZCTA5 44710,41365,1772,8562,39,44710,20.69609904227984
ZCTA5 44714,43005,1247,8324,39,44714,14.980778471888515
ZCTA5 44718,70897,794,11800,39,44718,6.728813559322033
ZCTA5 44720,68788,2876,38051,39,44720,7.558277049223411
ZCTA5 44721,79100,760,13150,39,44721,5.779467680608365
ZCTA5 44730,51658,337,5681,39,44730,5.932054215807076
ZCTA5 44802,62679,79,1033,39,44802,7.647628267182963
ZCTA5 44804,65104,42,883,39,44804,4.756511891279728
ZCTA5 44805,51638,4321,31120,39,44805,13.88496143958869
ZCTA5 44807,58472,169,2029,39,44807,8.329226219812716
ZCTA5 44809,54063,9,269,39,44809,3.3457249070631967
ZCTA5 44811,61047,997,12159,39,44811,8.199687474298873
ZCTA5 44813,61492,781,9057,39,44813,8.623164403224026
ZCTA5 44814,66548,198,2889,39,44814,6.853582554517133
ZCTA5 44815,51875,46,604,39,44815,7.6158940397351
ZCTA5 44816,-666666666,0,24,39,44816,0.0
ZCTA5 44817,70882,71,1497,39,44817,4.742818971275885
ZCTA5 44818,54679,186,2426,39,44818,7.666941467436109
ZCTA5 44820,47060,1915,16788,39,44820,11.406957350488444
ZCTA5 44822,52150,158,3107,39,44822,5.0852912777598975
ZCTA5 44824,56563,236,4325,39,44824,5.456647398843931
ZCTA5 44825,34167,0,111,39,44825,0.0
ZCTA5 44826,68977,14,1540,39,44826,0.9090909090909091
ZCTA5 44827,45511,1050,6778,39,44827,15.491295367365005
ZCTA5 44828,41184,36,109,39,44828,33.02752293577982
ZCTA5 44830,45394,3844,18313,39,44830,20.990553158958118
ZCTA5 44833,43518,3052,16417,39,44833,18.590485472376194
ZCTA5 44836,57214,149,2159,39,44836,6.901343214451135
ZCTA5 44837,52917,466,4620,39,44837,10.086580086580087
ZCTA5 44838,65694,33,235,39,44838,14.042553191489363
ZCTA5 44839,64005,1209,11753,39,44839,10.286735301625118
ZCTA5 44840,71898,155,2572,39,44840,6.026438569206842
ZCTA5 44841,74286,33,775,39,44841,4.258064516129032
ZCTA5 44842,50000,734,5173,39,44842,14.189058573361685
ZCTA5 44843,65605,128,2339,39,44843,5.472424112868747
ZCTA5 44844,50478,24,481,39,44844,4.98960498960499
ZCTA5 44846,77044,262,3308,39,44846,7.9201934703748496
ZCTA5 44847,69479,277,3598,39,44847,7.698721511951084
ZCTA5 44849,59700,262,2558,39,44849,10.242376856919469
ZCTA5 44850,45833,0,52,39,44850,0.0
ZCTA5 44851,43303,762,4603,39,44851,16.554421029763198
ZCTA5 44853,70881,26,1442,39,44853,1.8030513176144243
ZCTA5 44854,51607,90,1632,39,44854,5.514705882352941
ZCTA5 44855,50202,287,1339,39,44855,21.433905899925318
ZCTA5 44856,28750,32,234,39,44856,13.675213675213676
ZCTA5 44857,51004,3204,22847,39,44857,14.023723027093274
ZCTA5 44859,64792,136,1721,39,44859,7.902382335851249
ZCTA5 44861,50000,0,106,39,44861,0.0
ZCTA5 44864,52578,248,3175,39,44864,7.811023622047244
ZCTA5 44865,51111,699,3062,39,44865,22.828216851730897
ZCTA5 44866,52775,378,1838,39,44866,20.5658324265506
ZCTA5 44867,69096,290,2531,39,44867,11.457921770051364
ZCTA5 44870,44817,6218,38498,39,44870,16.15148838900722
ZCTA5 44874,43125,68,336,39,44874,20.238095238095237
ZCTA5 44875,55107,1344,12977,39,44875,10.35678508129768
ZCTA5 44878,64647,198,3143,39,44878,6.299713649379574
ZCTA5 44880,58409,700,2886,39,44880,24.255024255024253
ZCTA5 44881,-666666666,0,25,39,44881,0.0
ZCTA5 44882,60313,203,2826,39,44882,7.183297947629158
ZCTA5 44883,49672,2958,25605,39,44883,11.552431165787933
ZCTA5 44887,66250,126,798,39,44887,15.789473684210526
ZCTA5 44889,64149,391,7149,39,44889,5.4692964050916215
ZCTA5 44890,51967,1549,10803,39,44890,14.33860964546885
ZCTA5 44901,-666666666,0,0,39,44901,
ZCTA5 44902,27815,2007,5040,39,44902,39.82142857142857
ZCTA5 44903,52493,3364,22987,39,44903,14.634358550485057
ZCTA5 44904,62010,1183,13210,39,44904,8.955336866010597
ZCTA5 44905,43974,1755,10678,39,44905,16.43566210900918
ZCTA5 44906,47736,1804,16364,39,44906,11.024199462234172
ZCTA5 44907,40990,2569,14709,39,44907,17.465497314569312
ZCTA5 45001,44500,104,685,39,45001,15.182481751824817
ZCTA5 45002,79908,1259,13689,39,45002,9.197165607422017
ZCTA5 45003,44250,100,588,39,45003,17.006802721088434
ZCTA5 45005,60547,2680,31136,39,45005,8.607399794450155
ZCTA5 45011,70520,8882,69537,39,45011,12.773056070868746
ZCTA5 45013,62397,4385,53716,39,45013,8.163303298830888
ZCTA5 45014,60523,3664,42951,39,45014,8.530651207189589
ZCTA5 45015,47679,2774,12093,39,45015,22.938890267096667
ZCTA5 45030,66916,1470,19218,39,45030,7.64907898844833
ZCTA5 45032,43787,62,310,39,45032,20.0
ZCTA5 45033,-666666666,26,182,39,45033,14.285714285714285
ZCTA5 45034,65174,88,1207,39,45034,7.290803645401822
ZCTA5 45036,75337,2053,32181,39,45036,6.379540722786738
ZCTA5 45039,99335,526,25950,39,45039,2.026974951830443
ZCTA5 45040,104758,1305,54595,39,45040,2.3903287846872425
ZCTA5 45041,-666666666,0,0,39,45041,
ZCTA5 45042,56095,3939,27035,39,45042,14.570001849454412
ZCTA5 45044,55520,9865,53124,39,45044,18.569761313154128
ZCTA5 45050,85290,350,8413,39,45050,4.160228218233685
ZCTA5 45051,-666666666,69,88,39,45051,78.4090909090909
ZCTA5 45052,97629,335,3830,39,45052,8.7467362924282
ZCTA5 45053,105982,52,3728,39,45053,1.3948497854077253
ZCTA5 45054,83631,57,2924,39,45054,1.9493844049247606
ZCTA5 45056,44363,7326,20684,39,45056,35.41868110616902
ZCTA5 45062,51563,81,732,39,45062,11.065573770491802
ZCTA5 45064,65714,111,2966,39,45064,3.742414025623736
ZCTA5 45065,76750,386,4487,39,45065,8.602629819478494
ZCTA5 45066,113351,550,24856,39,45066,2.2127454135822338
ZCTA5 45067,77183,1156,15037,39,45067,7.68770366429474
ZCTA5 45068,86370,398,11617,39,45068,3.4260136007575106
ZCTA5 45069,98563,2528,51236,39,45069,4.93403075962214
ZCTA5 45070,33750,20,188,39,45070,10.638297872340425
ZCTA5 45101,31827,450,2147,39,45101,20.95947834187238
ZCTA5 45102,64030,1568,21928,39,45102,7.150674936154688
ZCTA5 45103,68400,3330,31563,39,45103,10.550327915597377
ZCTA5 45106,58940,1674,12419,39,45106,13.47934616313713
ZCTA5 45107,57056,1365,9575,39,45107,14.255874673629243
ZCTA5 45111,80208,45,316,39,45111,14.240506329113925
ZCTA5 45112,93750,0,68,39,45112,0.0
ZCTA5 45113,71469,425,3874,39,45113,10.970573051109964
ZCTA5 45115,-666666666,0,68,39,45115,0.0
ZCTA5 45118,68176,425,3871,39,45118,10.979075174373547
ZCTA5 45120,53708,483,2892,39,45120,16.701244813278006
ZCTA5 45121,44825,1860,8571,39,45121,21.701085054252715
ZCTA5 45122,59446,824,11027,39,45122,7.472567334723859
ZCTA5 45123,47716,2008,8417,39,45123,23.85648093144826
ZCTA5 45130,63519,305,4016,39,45130,7.594621513944223
ZCTA5 45131,40179,62,299,39,45131,20.735785953177256
ZCTA5 45132,40000,72,362,39,45132,19.88950276243094
ZCTA5 45133,40791,5046,23646,39,45133,21.339761481857398
ZCTA5 45135,66250,536,4825,39,45135,11.10880829015544
ZCTA5 45140,94188,2676,56050,39,45140,4.774308652988403
ZCTA5 45142,50859,644,3712,39,45142,17.349137931034484
ZCTA5 45144,33500,886,4129,39,45144,21.45798014046985
ZCTA5 45145,-666666666,0,21,39,45145,0.0
ZCTA5 45146,62750,214,1496,39,45146,14.304812834224597
ZCTA5 45147,49426,13,235,39,45147,5.531914893617021
ZCTA5 45148,47337,231,1364,39,45148,16.93548387096774
ZCTA5 45150,66883,1716,32509,39,45150,5.278538250945892
ZCTA5 45152,80742,748,11938,39,45152,6.265706148433574
ZCTA5 45153,61429,320,1928,39,45153,16.59751037344398
ZCTA5 45154,63905,969,8854,39,45154,10.944206008583691
ZCTA5 45155,45000,62,356,39,45155,17.415730337078653
ZCTA5 45156,53750,9,59,39,45156,15.254237288135593
ZCTA5 45157,67527,1245,9996,39,45157,12.45498199279712
ZCTA5 45158,55893,61,389,39,45158,15.681233933161954
ZCTA5 45159,58971,520,3793,39,45159,13.709464803585552
ZCTA5 45160,22688,215,792,39,45160,27.146464646464647
ZCTA5 45162,88194,79,2508,39,45162,3.149920255183413
ZCTA5 45164,53125,81,365,39,45164,22.19178082191781
ZCTA5 45166,48375,0,82,39,45166,0.0
ZCTA5 45167,46299,550,3510,39,45167,15.669515669515668
ZCTA5 45168,43750,230,1440,39,45168,15.972222222222221
ZCTA5 45169,52500,774,4542,39,45169,17.040951122853368
ZCTA5 45171,52217,1114,5997,39,45171,18.57595464398866
ZCTA5 45172,36250,17,164,39,45172,10.365853658536585
ZCTA5 45174,173750,88,2305,39,45174,3.8177874186550977
ZCTA5 45176,60625,1102,9432,39,45176,11.683630195080577
ZCTA5 45177,51110,2890,20937,39,45177,13.803314706022832
ZCTA5 45202,66185,2880,13832,39,45202,20.821283979178716
ZCTA5 45203,17410,989,2202,39,45203,44.91371480472298
ZCTA5 45204,33434,2218,5070,39,45204,43.747534516765285
ZCTA5 45205,30502,6374,18647,39,45205,34.18244221590604
ZCTA5 45206,40986,2945,10430,39,45206,28.235858101629912
ZCTA5 45207,29669,1508,5039,39,45207,29.92657273268506
ZCTA5 45208,110448,760,17803,39,45208,4.268943436499466
ZCTA5 45209,73377,1004,11026,39,45209,9.10575004534736
ZCTA5 45211,45465,7764,36308,39,45211,21.383717087143328
ZCTA5 45212,45842,4797,22509,39,45212,21.311475409836063
ZCTA5 45213,58560,1061,11420,39,45213,9.290718038528897
ZCTA5 45214,22872,3642,7816,39,45214,46.59672466734903
ZCTA5 45215,55398,5054,30161,39,45215,16.756738834919265
ZCTA5 45216,35421,2372,9234,39,45216,25.687675980073642
ZCTA5 45217,53786,1248,7068,39,45217,17.65704584040747
ZCTA5 45218,66641,413,3739,39,45218,11.045734153516982
ZCTA5 45219,28219,7006,14518,39,45219,48.25733572117372
ZCTA5 45220,36648,3246,13210,39,45220,24.57229371688115
ZCTA5 45223,41820,2845,11866,39,45223,23.97606607112759
ZCTA5 45224,48949,3410,21065,39,45224,16.187989556135772
ZCTA5 45225,14198,5312,8937,39,45225,59.43829025400022
ZCTA5 45226,84712,697,5460,39,45226,12.765567765567765
ZCTA5 45227,53928,2653,18385,39,45227,14.4302420451455
ZCTA5 45229,20221,5548,12600,39,45229,44.03174603174603
ZCTA5 45230,68654,2609,27704,39,45230,9.41741264799307
ZCTA5 45231,54563,5981,40016,39,45231,14.946521391443424
ZCTA5 45232,19712,3973,7607,39,45232,52.22821085841988
ZCTA5 45233,86594,864,15392,39,45233,5.613305613305614
ZCTA5 45236,64197,1855,24383,39,45236,7.607759504572859
ZCTA5 45237,37671,4758,20146,39,45237,23.617591581455375
ZCTA5 45238,51398,6036,45937,39,45238,13.139734854256918
ZCTA5 45239,52212,3677,28376,39,45239,12.958133634056951
ZCTA5 45240,60281,4090,26470,39,45240,15.45145447676615
ZCTA5 45241,81117,1728,24003,39,45241,7.19910011248594
ZCTA5 45242,104231,927,22014,39,45242,4.210956663941128
ZCTA5 45243,136406,390,14729,39,45243,2.64783759929391
ZCTA5 45244,89228,2311,28171,39,45244,8.203471655248306
ZCTA5 45245,64328,2133,21848,39,45245,9.762907359941414
ZCTA5 45246,58376,2710,14297,39,45246,18.95502552983143
ZCTA5 45247,77066,1445,22720,39,45247,6.360035211267606
ZCTA5 45248,72440,1434,25394,39,45248,5.647003229109238
