ZCTA Name,Median Household Income,Population Below Poverty Level,Total Population for Poverty Determination,state,ZCTA,Poverty Rate (%)
ZCTA5 28673,81445,259,6184,37,28673,4.1882276843467015
ZCTA5 28675,34714,1855,6595,37,28675,28.12736921910538
ZCTA5 28676,53750,451,3788,37,28676,11.906019007391762
ZCTA5 28677,45573,5932,34121,37,28677,17.38518800738548
ZCTA5 28678,52981,246,5654,37,28678,4.350902016271666
ZCTA5 28679,50313,98,1609,37,28679,6.090739589807334
ZCTA5 28681,49366,2976,25070,37,28681,11.870761866773035
ZCTA5 28682,80904,159,1474,37,28682,10.78697421981004
ZCTA5 28683,32824,293,1222,37,28683,23.97708674304419
ZCTA5 28684,39360,410,2038,37,28684,20.11776251226693
ZCTA5 28685,37841,374,1854,37,28685,20.17259978425027
ZCTA5 28689,73403,520,2586,37,28689,20.10827532869296
ZCTA5 28690,48704,1242,8959,37,28690,13.863154369907354
ZCTA5 28692,66528,334,4070,37,28692,8.206388206388207
ZCTA5 28693,31786,306,1690,37,28693,18.106508875739642
ZCTA5 28694,41130,1024,7656,37,28694,13.375130616509928
ZCTA5 28697,50713,2198,13441,37,28697,16.352949929320733
ZCTA5 28698,41731,531,2312,37,28698,22.96712802768166
ZCTA5 28701,63768,468,3240,37,28701,14.444444444444443
ZCTA5 28702,60568,0,456,37,28702,0.0
ZCTA5 28704,65173,1348,19106,37,28704,7.055375274782791
ZCTA5 28705,44717,829,6537,37,28705,12.681658253021263
ZCTA5 28707,61471,46,201,37,28707,22.885572139303484
ZCTA5 28708,36136,68,318,37,28708,21.38364779874214
ZCTA5 28709,53462,75,2470,37,28709,3.0364372469635628
ZCTA5 28711,48594,851,12308,37,28711,6.914202144946377
ZCTA5 28712,47798,2895,18830,37,28712,15.374402549123738
ZCTA5 28713,38506,1268,8686,37,28713,14.598204006447158
ZCTA5 28714,42672,2763,16789,37,28714,16.457204121746383
ZCTA5 28715,54157,3475,26207,37,28715,13.25981607967337
ZCTA5 28716,49703,2789,17406,37,28716,16.023210387222797
ZCTA5 28717,50469,208,1927,37,28717,10.793980280228334
ZCTA5 28718,34899,30,379,37,28718,7.9155672823219
ZCTA5 28719,41625,1622,7590,37,28719,21.37022397891963
ZCTA5 28720,32375,24,177,37,28720,13.559322033898304
ZCTA5 28721,53177,1302,10333,37,28721,12.600406464724667
ZCTA5 28722,46672,739,6451,37,28722,11.455588280886685
ZCTA5 28723,37033,2196,7338,37,28723,29.92641046606705
ZCTA5 28725,-666666666,5,21,37,28725,23.809523809523807
ZCTA5 28726,45273,549,3596,37,28726,15.266963292547276
ZCTA5 28729,51328,124,3114,37,28729,3.982016698779704
ZCTA5 28730,59101,747,9049,37,28730,8.255055807271521
ZCTA5 28731,57464,1146,8193,37,28731,13.987550347857928
ZCTA5 28732,64659,1254,17943,37,28732,6.988797859889651
ZCTA5 28733,-666666666,0,27,37,28733,0.0
ZCTA5 28734,43254,4439,27676,37,28734,16.039167509755746
ZCTA5 28735,30231,37,303,37,28735,12.211221122112212
ZCTA5 28736,42552,135,772,37,28736,17.487046632124354
ZCTA5 28739,57405,2043,21307,37,28739,9.588398179002205
ZCTA5 28740,34974,97,849,37,28740,11.42520612485277
ZCTA5 28741,64375,357,3584,37,28741,9.9609375
ZCTA5 28742,66793,247,3155,37,28742,7.828843106180666
ZCTA5 28743,38413,506,1941,37,28743,26.069036579082947
ZCTA5 28745,65988,0,417,37,28745,0.0
ZCTA5 28746,58385,252,2410,37,28746,10.45643153526971
ZCTA5 28747,40850,535,2287,37,28747,23.39309138609532
ZCTA5 28748,45164,1930,12541,37,28748,15.38952236663743
ZCTA5 28749,-666666666,0,138,37,28749,0.0
ZCTA5 28751,50739,361,3472,37,28751,10.397465437788018
ZCTA5 28752,45339,5018,30007,37,28752,16.722764688239412
ZCTA5 28753,42658,1421,9516,37,28753,14.932744850777638
ZCTA5 28754,47477,1541,9423,37,28754,16.353602886554174
ZCTA5 28756,44375,264,4388,37,28756,6.01640838650866
ZCTA5 28757,115208,0,100,37,28757,0.0
ZCTA5 28759,66486,529,7448,37,28759,7.102577873254565
ZCTA5 28761,40704,1014,7027,37,28761,14.430055500213463
ZCTA5 28762,41419,1393,7008,37,28762,19.87728310502283
ZCTA5 28763,68750,339,2419,37,28763,14.014055394791235
ZCTA5 28766,66181,94,1319,37,28766,7.12661106899166
ZCTA5 28768,58115,843,7478,37,28768,11.27306766515111
ZCTA5 28771,37437,1428,7935,37,28771,17.996219281663517
ZCTA5 28772,52500,52,1138,37,28772,4.569420035149385
ZCTA5 28773,53421,446,2859,37,28773,15.59986009094089
ZCTA5 28774,55625,173,924,37,28774,18.72294372294372
ZCTA5 28775,-666666666,170,304,37,28775,55.92105263157895
ZCTA5 28777,47165,1044,8212,37,28777,12.713102776424744
ZCTA5 28778,46712,1417,8539,37,28778,16.59444899871179
ZCTA5 28779,55522,2496,18232,37,28779,13.690215006581836
ZCTA5 28781,26635,38,781,37,28781,4.865556978233035
ZCTA5 28782,54024,539,6751,37,28782,7.984002370019256
ZCTA5 28783,40000,413,1830,37,28783,22.568306010928964
ZCTA5 28785,61250,791,7806,37,28785,10.13323084806559
ZCTA5 28786,50406,2844,20787,37,28786,13.681627940539762
ZCTA5 28787,54476,2328,21333,37,28787,10.912670510476726
ZCTA5 28789,38148,1250,5749,37,28789,21.742911810749696
ZCTA5 28790,75304,183,3276,37,28790,5.586080586080587
ZCTA5 28791,61383,1086,15299,37,28791,7.09850317014184
ZCTA5 28792,49130,5635,34113,37,28792,16.518629261571835
ZCTA5 28801,35941,3109,12986,37,28801,23.94116741105806
ZCTA5 28803,53023,3836,34012,37,28803,11.278372339174409
ZCTA5 28804,60876,2880,20749,37,28804,13.880186996963708
ZCTA5 28805,51440,2109,19763,37,28805,10.671456762637252
ZCTA5 28806,49169,5518,43179,37,28806,12.779360337200954
ZCTA5 28901,33224,915,4788,37,28901,19.11027568922306
ZCTA5 28902,45792,99,1407,37,28902,7.036247334754798
ZCTA5 28904,42477,1333,8944,37,28904,14.903846153846153
ZCTA5 28905,37601,734,2863,37,28905,25.637443241355225
ZCTA5 28906,43825,2944,19454,37,28906,15.133134573866558
ZCTA5 28909,41417,81,993,37,28909,8.157099697885197
ZCTA5 29001,39583,328,1838,45,29001,17.845484221980414
ZCTA5 29003,34342,1666,6269,45,29003,26.575211357473282
ZCTA5 29006,45828,1889,10535,45,29006,17.930707166587563
ZCTA5 29009,35769,269,1840,45,29009,14.619565217391303
ZCTA5 29010,31091,2444,10526,45,29010,23.218696560896827
ZCTA5 29014,55893,239,1756,45,29014,13.610478359908884
ZCTA5 29015,42692,270,1545,45,29015,17.475728155339805
ZCTA5 29016,89083,1545,21360,45,29016,7.2331460674157295
ZCTA5 29018,39609,602,3189,45,29018,18.87739103167137
ZCTA5 29020,42838,2883,20999,45,29020,13.729225201200057
ZCTA5 29030,57708,251,1725,45,29030,14.550724637681158
ZCTA5 29031,43929,200,1185,45,29031,16.877637130801688
ZCTA5 29032,41813,1557,5674,45,29032,27.44095875925273
ZCTA5 29033,53412,2263,12646,45,29033,17.894986557014075
ZCTA5 29036,89321,949,22820,45,29036,4.15863277826468
ZCTA5 29037,26360,234,950,45,29037,24.63157894736842
ZCTA5 29038,39412,348,1903,45,29038,18.28691539674199
ZCTA5 29039,46649,464,3838,45,29039,12.089630015633142
ZCTA5 29040,55929,1338,10254,45,29040,13.04856641310708
ZCTA5 29042,28636,985,4192,45,29042,23.497137404580155
ZCTA5 29044,47588,1048,5801,45,29044,18.065850715393896
ZCTA5 29045,61758,2934,26391,45,29045,11.117426395362056
ZCTA5 29046,-666666666,23,143,45,29046,16.083916083916083
ZCTA5 29047,24984,1367,3786,45,29047,36.106708927628105
ZCTA5 29048,38582,1786,5132,45,29048,34.8012470771629
ZCTA5 29051,63452,72,534,45,29051,13.48314606741573
ZCTA5 29052,42361,380,2091,45,29052,18.173122907699664
ZCTA5 29053,41481,4707,18451,45,29053,25.510812422090943
ZCTA5 29054,67210,918,9199,45,29054,9.979345581041416
ZCTA5 29055,32417,921,4065,45,29055,22.656826568265682
ZCTA5 29056,38594,493,2246,45,29056,21.95013357079252
ZCTA5 29058,50398,589,4632,45,29058,12.715889464594127
ZCTA5 29059,37130,1175,5570,45,29059,21.095152603231597
ZCTA5 29061,55309,1591,14391,45,29061,11.055520811618374
ZCTA5 29062,-666666666,62,113,45,29062,54.86725663716814
ZCTA5 29063,79249,2619,40512,45,29063,6.464751184834124
ZCTA5 29065,49267,89,504,45,29065,17.658730158730158
ZCTA5 29067,39300,1648,9062,45,29067,18.185830942396823
ZCTA5 29069,30014,1194,4518,45,29069,26.42762284196547
ZCTA5 29070,56458,2693,16067,45,29070,16.76106304848447
ZCTA5 29072,87667,3592,58894,45,29072,6.099093286243081
ZCTA5 29073,60521,6227,47116,45,29073,13.216317174632822
ZCTA5 29074,51528,14,179,45,29074,7.82122905027933
ZCTA5 29075,66858,104,2761,45,29075,3.766751177109743
ZCTA5 29078,56734,2388,16828,45,29078,14.19063465652484
ZCTA5 29079,-666666666,5,14,45,29079,35.714285714285715
ZCTA5 29080,35000,1055,3095,45,29080,34.087237479806134
ZCTA5 29081,46641,70,1165,45,29081,6.008583690987124
ZCTA5 29082,34583,107,508,45,29082,21.062992125984252
ZCTA5 29101,37905,796,3037,45,29101,26.210075732630884
ZCTA5 29102,41992,4152,17484,45,29102,23.74742621825669
ZCTA5 29104,40391,459,1549,45,29104,29.63202065848935
ZCTA5 29105,27750,277,1207,45,29105,22.949461474730736
ZCTA5 29107,40266,635,3005,45,29107,21.13144758735441
ZCTA5 29108,38711,4565,20328,45,29108,22.456709956709954
ZCTA5 29111,62692,228,1678,45,29111,13.587604290822409
ZCTA5 29112,31450,842,3885,45,29112,21.673101673101673
ZCTA5 29113,34750,273,1409,45,29113,19.37544357700497
ZCTA5 29114,42361,203,1683,45,29114,12.06179441473559
ZCTA5 29115,30673,7396,26415,45,29115,27.999242854438766
ZCTA5 29117,-666666666,0,0,45,29117,
ZCTA5 29118,46445,2587,17142,45,29118,15.09158791272897
ZCTA5 29122,59063,4,40,45,29122,10.0
ZCTA5 29123,44442,1820,7917,45,29123,22.988505747126435
ZCTA5 29125,36200,305,2385,45,29125,12.78825995807128
ZCTA5 29126,61042,139,1906,45,29126,7.292759706190975
ZCTA5 29127,59104,990,8325,45,29127,11.891891891891893
ZCTA5 29128,37099,632,4407,45,29128,14.340821420467439
ZCTA5 29129,36466,592,3312,45,29129,17.874396135265698
ZCTA5 29130,53025,728,6005,45,29130,12.123230641132391
ZCTA5 29133,36944,166,657,45,29133,25.266362252663622
ZCTA5 29135,45322,1678,7950,45,29135,21.10691823899371
ZCTA5 29137,43458,342,2023,45,29137,16.90558576371725
ZCTA5 29138,41591,1789,10805,45,29138,16.557149467838965
ZCTA5 29142,35549,1336,4877,45,29142,27.393889686282552
ZCTA5 29145,51429,184,850,45,29145,21.64705882352941
ZCTA5 29146,32656,446,1594,45,29146,27.97992471769134
ZCTA5 29147,-666666666,0,0,45,29147,
ZCTA5 29148,35256,1850,6569,45,29148,28.16258182371746
ZCTA5 29150,40483,7311,36812,45,29150,19.86037161795067
ZCTA5 29152,27380,379,1688,45,29152,22.45260663507109
ZCTA5 29153,45998,3171,15368,45,29153,20.633784487246228
ZCTA5 29154,52552,4752,29458,45,29154,16.13144137415982
ZCTA5 29160,40943,1228,7037,45,29160,17.450618161148217
ZCTA5 29161,38414,2476,11900,45,29161,20.80672268907563
ZCTA5 29162,45534,452,2787,45,29162,16.21815572299964
ZCTA5 29163,-666666666,745,1928,45,29163,38.64107883817427
ZCTA5 29164,39480,934,5200,45,29164,17.961538461538463
ZCTA5 29166,48500,141,762,45,29166,18.503937007874015
ZCTA5 29168,34375,1525,4131,45,29168,36.91600096828855
ZCTA5 29169,44307,3836,23870,45,29169,16.070381231671554
ZCTA5 29170,58643,2797,21893,45,29170,12.775773078152836
ZCTA5 29172,50548,1987,10483,45,29172,18.954497758275302
ZCTA5 29175,36500,97,428,45,29175,22.66355140186916
ZCTA5 29178,38362,484,3214,45,29178,15.059116365899191
ZCTA5 29180,36304,3301,13862,45,29180,23.813302553744048
ZCTA5 29201,31160,8208,17822,45,29201,46.05543710021322
ZCTA5 29202,74750,36,271,45,29202,13.284132841328415
ZCTA5 29203,30922,13055,38453,45,29203,33.95053701921827
ZCTA5 29204,42826,3540,16214,45,29204,21.832983841124953
ZCTA5 29205,54554,4329,22532,45,29205,19.212675306231137
ZCTA5 29206,82119,1365,19431,45,29206,7.0248571869692755
ZCTA5 29207,-666666666,4,9,45,29207,44.44444444444444
ZCTA5 29208,-666666666,0,0,45,29208,
ZCTA5 29209,57200,4265,32501,45,29209,13.122673148518507
ZCTA5 29210,41345,6369,34672,45,29210,18.36928934010152
ZCTA5 29212,69030,2246,29195,45,29212,7.693098133241993
ZCTA5 29223,50258,8768,50615,45,29223,17.322927985774967
ZCTA5 29225,-666666666,0,0,45,29225,
ZCTA5 29229,71803,3760,52146,45,29229,7.210524297165651
ZCTA5 29301,45998,7084,34797,45,29301,20.35807684570509
ZCTA5 29302,58255,2096,16078,45,29302,13.036447319318324
ZCTA5 29303,36450,5673,21628,45,29303,26.22988718328093
ZCTA5 29306,32824,4735,16469,45,29306,28.75098670228915
ZCTA5 29307,47726,2493,17441,45,29307,14.293905165988189
ZCTA5 29316,61107,1813,26596,45,29316,6.816814558580238
ZCTA5 29320,32303,0,676,45,29320,0.0
ZCTA5 29321,45618,800,3044,45,29321,26.28120893561104
ZCTA5 29322,62169,472,8954,45,29322,5.271387089568908
ZCTA5 29323,49507,1575,13524,45,29323,11.645962732919255
ZCTA5 29324,30313,0,324,45,29324,0.0
ZCTA5 29325,38240,2688,13526,45,29325,19.872837498151707
ZCTA5 29329,-666666666,103,250,45,29329,41.199999999999996
ZCTA5 29330,49125,1843,9220,45,29330,19.989154013015185
ZCTA5 29331,-666666666,0,50,45,29331,0.0
ZCTA5 29332,36729,642,2726,45,29332,23.5509904622157
ZCTA5 29333,58125,0,509,45,29333,0.0
ZCTA5 29334,62806,1394,14228,45,29334,9.797582232218161
ZCTA5 29335,42780,592,4778,45,29335,12.390121389702804
ZCTA5 29338,-666666666,0,26,45,29338,0.0
ZCTA5 29340,34562,3816,19728,45,29340,19.34306569343066
ZCTA5 29341,39417,3655,20017,45,29341,18.259479442473896
ZCTA5 29346,52917,32,293,45,29346,10.921501706484642
ZCTA5 29349,61503,3663,31974,45,29349,11.456183148808407
ZCTA5 29351,53438,62,1256,45,29351,4.936305732484077
ZCTA5 29353,45659,605,3897,45,29353,15.524762637926608
ZCTA5 29355,46607,165,769,45,29355,21.456436931079324
ZCTA5 29356,53204,1332,8283,45,29356,16.081130025353133
ZCTA5 29360,41567,4591,20424,45,29360,22.478456717587154
ZCTA5 29364,24063,133,441,45,29364,30.158730158730158
ZCTA5 29365,63799,860,11609,45,29365,7.408045481953657
ZCTA5 29368,-666666666,0,111,45,29368,0.0
ZCTA5 29369,77500,881,14432,45,29369,6.104490022172949
ZCTA5 29370,47321,197,874,45,29370,22.54004576659039
ZCTA5 29372,46572,746,4443,45,29372,16.79045689849201
ZCTA5 29373,39265,156,483,45,29373,32.298136645962735
ZCTA5 29374,49922,297,3421,45,29374,8.681672025723474
ZCTA5 29375,41250,35,69,45,29375,50.72463768115942
ZCTA5 29376,66166,402,7924,45,29376,5.073195355880868
ZCTA5 29377,24746,65,931,45,29377,6.981740064446831
ZCTA5 29378,-666666666,156,156,45,29378,100.0
ZCTA5 29379,39843,3966,17108,45,29379,23.182137011924244
ZCTA5 29384,44542,852,4478,45,29384,19.026351049575705
ZCTA5 29385,47202,1663,7965,45,29385,20.878844946641557
ZCTA5 29388,47237,2272,15782,45,29388,14.396147509821317
ZCTA5 29401,79539,1665,7348,45,29401,22.659227000544366
ZCTA5 29403,46669,6960,21276,45,29403,32.71291596164693
ZCTA5 29404,58353,75,1693,45,29404,4.430005906674542
ZCTA5 29405,38343,6352,26367,45,29405,24.090719459930973
ZCTA5 29406,36460,10269,33280,45,29406,30.856370192307693
ZCTA5 29407,59454,4103,34622,45,29407,11.850846282710416
ZCTA5 29409,-666666666,0,30,45,29409,0.0
ZCTA5 29410,70043,2679,24156,45,29410,11.090412319920516
ZCTA5 29412,80755,3275,41317,45,29412,7.9265193503884595
ZCTA5 29414,70567,3156,40526,45,29414,7.787593150076494
ZCTA5 29418,41410,4274,21311,45,29418,20.05537046595655
ZCTA5 29420,64875,2774,22989,45,29420,12.066640567227804
ZCTA5 29423,-666666666,0,0,45,29423,
ZCTA5 29424,-666666666,0,0,45,29424,
ZCTA5 29426,40290,286,1826,45,29426,15.66265060240964
ZCTA5 29429,69521,86,3850,45,29429,2.2337662337662336
ZCTA5 29431,52396,724,6665,45,29431,10.862715678919729
ZCTA5 29432,39745,647,3502,45,29432,18.475157053112508
ZCTA5 29434,33882,56,511,45,29434,10.95890410958904
ZCTA5 29435,35234,1308,4980,45,29435,26.265060240963855
ZCTA5 29436,39811,1084,4380,45,29436,24.748858447488583
ZCTA5 29437,46406,436,3225,45,29437,13.519379844961241
ZCTA5 29438,56987,154,2424,45,29438,6.353135313531354
ZCTA5 29439,70602,315,2344,45,29439,13.438566552901024
ZCTA5 29440,40637,5580,27078,45,29440,20.607134943496565
ZCTA5 29445,62208,7266,56771,45,29445,12.798788113649575
ZCTA5 29446,45761,87,703,45,29446,12.375533428165006
ZCTA5 29448,28920,623,2046,45,29448,30.449657869012707
ZCTA5 29449,47323,1123,8056,45,29449,13.93992055610725
ZCTA5 29450,56520,654,3319,45,29450,19.704730340463993
ZCTA5 29451,121196,220,4476,45,29451,4.915102770330653
ZCTA5 29452,45078,170,392,45,29452,43.36734693877551
ZCTA5 29453,35294,405,1095,45,29453,36.986301369863014
ZCTA5 29455,79132,1413,22423,45,29455,6.30156535699951
ZCTA5 29456,62603,3389,31310,45,29456,10.824017885659535
ZCTA5 29458,42114,747,2972,45,29458,25.134589502018844
ZCTA5 29461,64679,4184,37862,45,29461,11.050657651471132
ZCTA5 29464,92134,2796,50508,45,29464,5.53575671180803
ZCTA5 29466,113117,1661,39770,45,29466,4.176514961025899
ZCTA5 29468,40926,784,2535,45,29468,30.927021696252467
ZCTA5 29469,88611,45,851,45,29469,5.287896592244419
ZCTA5 29470,51846,967,4675,45,29470,20.684491978609625
ZCTA5 29471,32778,302,1479,45,29471,20.41920216362407
ZCTA5 29472,56429,1622,8336,45,29472,19.457773512476006
ZCTA5 29474,45417,452,2290,45,29474,19.737991266375545
ZCTA5 29475,32802,443,1787,45,29475,24.790151091214327
ZCTA5 29477,44688,1771,6526,45,29477,27.13760343242415
ZCTA5 29479,39328,1454,7098,45,29479,20.48464356156664
ZCTA5 29481,32019,400,1529,45,29481,26.160889470241987
ZCTA5 29482,136528,179,2189,45,29482,8.1772498857926
ZCTA5 29483,61533,11527,87010,45,29483,13.24790253993794
ZCTA5 29485,66952,4874,59459,45,29485,8.197245160530786
ZCTA5 29487,56250,554,2910,45,29487,19.037800687285223
ZCTA5 29488,36007,4252,20544,45,29488,20.69704049844237
ZCTA5 29492,109143,444,13546,45,29492,3.2777203602539497
ZCTA5 29493,56563,61,193,45,29493,31.606217616580313
ZCTA5 29501,51455,6454,45060,45,29501,14.323124722592098
ZCTA5 29505,55340,3104,24741,45,29505,12.545976314619459
ZCTA5 29506,36220,4733,18932,45,29506,25.0
ZCTA5 29510,34040,2483,10094,45,29510,24.598771547453932
ZCTA5 29511,56326,750,5432,45,29511,13.807069219440354
ZCTA5 29512,32858,3908,14944,45,29512,26.150963597430405
ZCTA5 29516,35625,314,1028,45,29516,30.544747081712064
ZCTA5 29518,28804,276,1019,45,29518,27.085377821393525
ZCTA5 29519,18571,226,451,45,29519,50.110864745011085
ZCTA5 29520,41775,2738,13256,45,29520,20.654797827398912
ZCTA5 29525,33971,687,2071,45,29525,33.17238049251569
ZCTA5 29526,48536,7213,44427,45,29526,16.235622481824116
ZCTA5 29527,42811,5303,26138,45,29527,20.288468895860433
ZCTA5 29530,42177,458,2366,45,29530,19.357565511411664
ZCTA5 29532,32673,4367,19870,45,29532,21.97785606441872
ZCTA5 29536,30857,5639,16515,45,29536,34.14471692400848
ZCTA5 29540,29389,956,4527,45,29540,21.117738016346365
ZCTA5 29541,50013,1259,9215,45,29541,13.662506782419968
ZCTA5 29543,-666666666,219,557,45,29543,39.31777378815081
ZCTA5 29544,42044,982,5562,45,29544,17.65551959726717
ZCTA5 29545,28792,508,1601,45,29545,31.73016864459713
ZCTA5 29546,35741,539,2814,45,29546,19.154228855721392
ZCTA5 29547,29712,1036,3089,45,29547,33.538361929427
ZCTA5 29550,47651,6008,31942,45,29550,18.809091478304428
ZCTA5 29554,29848,2908,9362,45,29554,31.06173894466994
ZCTA5 29555,45977,1211,5745,45,29555,21.079199303742385
ZCTA5 29556,31038,3194,11504,45,29556,27.764255910987483
ZCTA5 29560,40120,4046,13384,45,29560,30.230125523012553
ZCTA5 29563,27772,735,2068,45,29563,35.541586073500966
ZCTA5 29564,37250,209,977,45,29564,21.392016376663257
ZCTA5 29565,32000,1994,7451,45,29565,26.761508522345995
ZCTA5 29566,55484,1823,17411,45,29566,10.47039228074206
ZCTA5 29567,28036,71,389,45,29567,18.251928020565554
ZCTA5 29568,44059,2837,16097,45,29568,17.624402062496117
ZCTA5 29569,36325,4267,17125,45,29569,24.916788321167882
ZCTA5 29570,28917,968,3538,45,29570,27.36009044657999
ZCTA5 29571,32166,3212,14521,45,29571,22.119688726671715
ZCTA5 29572,53918,1127,9656,45,29572,11.671499585749793
ZCTA5 29574,31334,2609,10570,45,29574,24.68306527909177
ZCTA5 29575,54624,1506,18904,45,29575,7.966567922132882
ZCTA5 29576,59707,2760,32206,45,29576,8.56983170837732
ZCTA5 29577,41760,7157,32166,45,29577,22.25020207672698
ZCTA5 29579,58553,4309,42332,45,29579,10.179060757819144
ZCTA5 29580,35313,296,1322,45,29580,22.390317700453856
ZCTA5 29581,37759,723,4301,45,29581,16.810044175773076
ZCTA5 29582,59040,1860,16575,45,29582,11.221719457013576
ZCTA5 29583,39907,1124,5570,45,29583,20.179533213644525
ZCTA5 29584,46641,606,2253,45,29584,26.897470039946736
ZCTA5 29585,74911,1518,14937,45,29585,10.162683269732877
ZCTA5 29588,51764,7369,47676,45,29588,15.456414128702074
ZCTA5 29590,32813,692,2196,45,29590,31.51183970856102
ZCTA5 29591,33895,995,4748,45,29591,20.956192080876157
ZCTA5 29592,21696,246,739,45,29592,33.28822733423545
ZCTA5 29593,28152,300,1525,45,29593,19.672131147540984
ZCTA5 29594,-666666666,51,116,45,29594,43.96551724137931
ZCTA5 29596,45294,365,2181,45,29596,16.735442457588263
ZCTA5 29601,50296,2220,11180,45,29601,19.856887298747765
ZCTA5 29605,51519,6835,37028,45,29605,18.459003996975262
ZCTA5 29607,60823,4571,40388,45,29607,11.317718134099238
ZCTA5 29609,55077,4416,29615,45,29609,14.91136248522708
ZCTA5 29611,35267,8866,30089,45,29611,29.465917777260792
ZCTA5 29613,-666666666,0,0,45,29613,
ZCTA5 29614,28906,28,115,45,29614,24.347826086956523
ZCTA5 29615,62623,3119,37462,45,29615,8.325770113715231
ZCTA5 29617,40793,5202,28421,45,29617,18.30336722845783
ZCTA5 29620,39409,2335,12919,45,29620,18.074154346311634
ZCTA5 29621,61599,4241,39568,45,29621,10.718257177517186
ZCTA5 29624,27107,4490,15029,45,29624,29.875573890478407
ZCTA5 29625,46921,3973,28163,45,29625,14.10716187906118
ZCTA5 29626,48406,2195,12532,45,29626,17.515161187360356
ZCTA5 29627,46710,3950,19422,45,29627,20.337761301616723
ZCTA5 29628,25000,661,2198,45,29628,30.072793448589625
