ZCTA Name,Median Household Income,Population Below Poverty Level,Total Population for Poverty Determination,ZCTA,Poverty Rate (%)
ZCTA5 23227,58083,3292,25641,23227,12.838812838812839
ZCTA5 23228,58814,3547,34613,23228,10.247594834310808
ZCTA5 23229,88760,2608,35487,23229,7.3491701186349925
ZCTA5 23230,64981,781,7284,23230,10.722130697419
ZCTA5 23231,61983,4714,36554,23231,12.89598949499371
ZCTA5 23233,107492,847,30805,23233,2.749553643888979
ZCTA5 23234,54856,8097,45086,23234,17.959011666592733
ZCTA5 23235,82535,2692,33010,23235,8.155104513783701
ZCTA5 23236,88609,1084,25883,23236,4.188077116253912
ZCTA5 23237,69174,3070,27785,23237,11.049127226921
ZCTA5 23238,83982,2245,26593,23238,8.442071221750085
ZCTA5 23250,-666666666,0,0,23250,
ZCTA5 23284,-666666666,0,7,23284,0.0
ZCTA5 23294,64103,1887,19023,23294,9.919571045576408
ZCTA5 23298,-666666666,0,0,23298,
ZCTA5 23301,47013,594,2120,23301,28.0188679245283
ZCTA5 23302,-666666666,0,0,23302,
ZCTA5 23303,53324,56,412,23303,13.592233009708737
ZCTA5 23304,-666666666,0,0,23304,
ZCTA5 23306,57857,37,941,23306,3.9319872476089266
ZCTA5 23307,43958,144,498,23307,28.915662650602407
ZCTA5 23308,80096,185,2369,23308,7.809202195018996
ZCTA5 23310,46481,809,5271,23310,15.348131284386266
ZCTA5 23314,98471,750,9588,23314,7.822277847309136
ZCTA5 23315,63477,133,1317,23315,10.098709187547456
ZCTA5 23316,84000,5,76,23316,6.578947368421052
ZCTA5 23320,78516,4492,59537,23320,7.544888052807498
ZCTA5 23321,86727,3418,38296,23321,8.925214121579277
ZCTA5 23322,118459,2808,61829,23322,4.541558168496984
ZCTA5 23323,92900,2623,41332,23323,6.3461724571760385
ZCTA5 23324,49198,4881,23180,23324,21.05694564279551
ZCTA5 23325,71327,1050,18431,23325,5.6969236612229395
ZCTA5 23336,52159,260,3280,23336,7.926829268292683
ZCTA5 23337,-666666666,26,618,23337,4.207119741100324
ZCTA5 23347,77647,205,694,23347,29.53890489913545
ZCTA5 23350,49037,674,3391,23350,19.87614273075789
ZCTA5 23354,136786,0,230,23354,0.0
ZCTA5 23356,68750,118,1485,23356,7.9461279461279455
ZCTA5 23357,48571,317,625,23357,50.72
ZCTA5 23358,69271,0,125,23358,0.0
ZCTA5 23359,-666666666,315,1105,23359,28.50678733031674
ZCTA5 23389,-666666666,0,202,23389,0.0
ZCTA5 23395,-666666666,112,438,23395,25.570776255707763
ZCTA5 23398,-666666666,0,30,23398,0.0
ZCTA5 23401,35139,101,270,23401,37.407407407407405
ZCTA5 23405,75474,15,986,23405,1.5212981744421907
ZCTA5 23407,60864,136,719,23407,18.915159944367176
ZCTA5 23408,-666666666,0,10,23408,0.0
ZCTA5 23409,-666666666,8,140,23409,5.714285714285714
ZCTA5 23410,47500,211,1815,23410,11.62534435261708
ZCTA5 23413,42983,121,732,23413,16.530054644808743
ZCTA5 23414,-666666666,0,93,23414,0.0
ZCTA5 23415,34145,632,1983,23415,31.870902672718103
ZCTA5 23416,-666666666,26,45,23416,57.77777777777777
ZCTA5 23417,54063,344,3464,23417,9.930715935334874
ZCTA5 23418,58750,145,877,23418,16.53363740022805
ZCTA5 23420,44423,909,3021,23420,30.089374379344587
ZCTA5 23421,54960,570,3952,23421,14.423076923076922
ZCTA5 23422,-666666666,0,231,23422,0.0
ZCTA5 23423,64286,85,299,23423,28.428093645484946
ZCTA5 23426,-666666666,17,50,23426,34.0
ZCTA5 23427,35417,92,252,23427,36.507936507936506
ZCTA5 23430,89296,1683,17741,23430,9.48650019728313
ZCTA5 23432,120677,38,1277,23432,2.975724353954581
ZCTA5 23433,135313,18,1254,23433,1.4354066985645932
ZCTA5 23434,68607,5782,49794,23434,11.611840784030205
ZCTA5 23435,102108,2505,32720,23435,7.655867970660147
ZCTA5 23436,148750,19,996,23436,1.9076305220883536
ZCTA5 23437,65291,301,4594,23437,6.552024379625598
ZCTA5 23438,76780,224,1697,23438,13.199764289923394
ZCTA5 23440,31875,0,411,23440,0.0
ZCTA5 23441,-666666666,0,0,23441,
ZCTA5 23442,62344,181,1036,23442,17.471042471042473
ZCTA5 23451,86334,3856,43506,23451,8.86314531329012
ZCTA5 23452,71917,5084,56323,23452,9.02650782096124
ZCTA5 23453,75526,3564,35109,23453,10.151243270956165
ZCTA5 23454,86120,3874,57464,23454,6.741612139774468
ZCTA5 23455,77920,3550,48860,23455,7.265656979124027
ZCTA5 23456,115788,2422,58884,23456,4.113171659533999
ZCTA5 23457,89289,546,4689,23457,11.64427383237364
ZCTA5 23459,-666666666,0,0,23459,
ZCTA5 23460,-666666666,0,0,23460,
ZCTA5 23461,-666666666,0,0,23461,
ZCTA5 23462,65231,7518,66575,23462,11.292527224934284
ZCTA5 23464,84040,4573,76194,23464,6.001784917447568
ZCTA5 23480,44063,30,294,23480,10.204081632653061
ZCTA5 23486,-666666666,0,48,23486,0.0
ZCTA5 23487,69779,632,5940,23487,10.63973063973064
ZCTA5 23488,49563,86,406,23488,21.182266009852217
ZCTA5 23502,61358,2798,19598,23502,14.2769670374528
ZCTA5 23503,56433,3443,30298,23503,11.363786388540497
ZCTA5 23504,34016,7688,20664,23504,37.204800619434764
ZCTA5 23505,54488,4373,27919,23505,15.663168451592105
ZCTA5 23507,82199,662,6235,23507,10.61748195669607
ZCTA5 23508,64878,3644,16332,23508,22.31202547146706
ZCTA5 23509,60674,1925,12622,23509,15.25114878783077
ZCTA5 23510,65791,2000,8171,23510,24.476808224207563
ZCTA5 23511,58409,64,1155,23511,5.541125541125541
ZCTA5 23513,55815,4938,30016,23513,16.451226012793178
ZCTA5 23517,53839,666,4217,23517,15.793217927436567
ZCTA5 23518,65286,2767,28521,23518,9.701623365239648
ZCTA5 23523,32458,2020,6824,23523,29.601406799531066
ZCTA5 23551,-666666666,0,0,23551,
ZCTA5 23601,57182,2813,25821,23601,10.894233375934318
ZCTA5 23602,64855,6048,40951,23602,14.768870113061952
ZCTA5 23603,88358,435,3565,23603,12.201963534361852
ZCTA5 23604,58672,385,2749,23604,14.005092761004
ZCTA5 23605,41986,2513,13773,23605,18.245843316633994
ZCTA5 23606,61415,3895,26575,23606,14.656632173095014
ZCTA5 23607,31231,7671,22828,23607,33.60346942351498
ZCTA5 23608,63361,4374,43339,23608,10.092526361937285
ZCTA5 23651,98125,11,440,23651,2.5
ZCTA5 23661,60683,1686,13561,23661,12.43271145195782
ZCTA5 23662,112026,545,12332,23662,4.41939669153422
ZCTA5 23663,46750,3621,13773,23663,26.290568503593985
ZCTA5 23664,65304,912,10073,23664,9.053906482676462
ZCTA5 23665,70240,313,5491,23665,5.700236751047169
ZCTA5 23666,61224,6504,53004,23666,12.270772017206248
ZCTA5 23667,-666666666,0,0,23667,
ZCTA5 23668,-666666666,0,0,23668,
ZCTA5 23669,58416,5972,37665,23669,15.855568830479225
ZCTA5 23681,-666666666,0,0,23681,
ZCTA5 23690,89886,600,4177,23690,14.364376346660283
ZCTA5 23691,-666666666,0,67,23691,0.0
ZCTA5 23692,93943,655,18323,23692,3.5747421273808873
ZCTA5 23693,101472,890,23537,23693,3.781280537026809
ZCTA5 23696,111534,276,3967,23696,6.957398537937988
ZCTA5 23701,57082,3316,23665,23701,14.012254384111559
ZCTA5 23702,44619,2424,12143,23702,19.96211809272832
ZCTA5 23703,68413,3014,26127,23703,11.535958969648256
ZCTA5 23704,42831,4357,17703,23704,24.61164774332034
ZCTA5 23707,46980,2951,13928,23707,21.187535898908674
ZCTA5 23708,-666666666,0,5,23708,0.0
ZCTA5 23709,-666666666,0,0,23709,
ZCTA5 23801,78125,213,5759,23801,3.69855877756555
ZCTA5 23803,49302,7556,39147,23803,19.30160676424758
ZCTA5 23805,58709,2502,20728,23805,12.070629100733306
ZCTA5 23821,53941,284,1817,23821,15.630159603742433
ZCTA5 23824,54056,950,6551,23824,14.501602808731493
ZCTA5 23827,51193,207,1191,23827,17.38035264483627
ZCTA5 23828,62179,49,709,23828,6.911142454160791
ZCTA5 23829,93750,6,1074,23829,0.5586592178770949
ZCTA5 23830,101213,63,1407,23830,4.477611940298507
ZCTA5 23831,83529,2607,35948,23831,7.252141982864137
ZCTA5 23832,93649,1735,37981,23832,4.56807351043943
ZCTA5 23833,71225,155,2120,23833,7.311320754716981
ZCTA5 23834,69454,1939,27233,23834,7.120038188961922
ZCTA5 23836,89778,619,13855,23836,4.46770119090581
ZCTA5 23837,54049,432,4539,23837,9.517514871116987
ZCTA5 23838,114729,1058,16488,23838,6.416787967006307
ZCTA5 23839,87813,25,922,23839,2.711496746203905
ZCTA5 23840,85806,180,1988,23840,9.054325955734406
ZCTA5 23841,79891,54,3579,23841,1.5088013411567478
ZCTA5 23842,92516,529,7363,23842,7.184571506179546
ZCTA5 23843,60739,48,420,23843,11.428571428571429
ZCTA5 23844,29130,47,511,23844,9.197651663405088
ZCTA5 23845,-666666666,42,272,23845,15.441176470588236
ZCTA5 23846,64545,37,739,23846,5.006765899864682
ZCTA5 23847,40781,2227,13590,23847,16.387049300956587
ZCTA5 23850,56625,254,1254,23850,20.25518341307815
ZCTA5 23851,54274,1698,12818,23851,13.246996411296614
ZCTA5 23856,53571,120,865,23856,13.872832369942195
ZCTA5 23857,124022,2,380,23857,0.5263157894736842
ZCTA5 23860,48989,6325,28115,23860,22.496887782322602
ZCTA5 23866,63906,202,1812,23866,11.147902869757175
ZCTA5 23867,51198,254,1768,23867,14.366515837104071
ZCTA5 23868,36889,1372,4812,23868,28.512053200332506
ZCTA5 23870,-666666666,0,0,23870,
ZCTA5 23872,72875,289,2498,23872,11.569255404323458
ZCTA5 23874,49830,39,775,23874,5.032258064516129
ZCTA5 23875,69757,1302,12996,23875,10.018467220683288
ZCTA5 23876,34444,29,174,23876,16.666666666666664
ZCTA5 23878,82093,78,1629,23878,4.788213627992634
ZCTA5 23879,61597,0,525,23879,0.0
ZCTA5 23881,43239,541,2028,23881,26.67652859960552
ZCTA5 23882,55658,223,1648,23882,13.531553398058252
ZCTA5 23883,59167,379,1947,23883,19.465844889573702
ZCTA5 23884,-666666666,0,0,23884,
ZCTA5 23885,80580,135,2528,23885,5.340189873417722
ZCTA5 23887,-666666666,104,442,23887,23.52941176470588
ZCTA5 23888,59141,183,2315,23888,7.904967602591792
ZCTA5 23889,50033,10,457,23889,2.1881838074398248
ZCTA5 23890,75205,260,4734,23890,5.492184199408534
ZCTA5 23891,-666666666,0,0,23891,
ZCTA5 23893,63750,67,468,23893,14.316239316239315
ZCTA5 23894,73516,0,403,23894,0.0
ZCTA5 23897,54531,63,740,23897,8.513513513513514
ZCTA5 23898,71167,120,2853,23898,4.206098843322819
ZCTA5 23899,48125,59,403,23899,14.640198511166252
ZCTA5 23901,49531,2142,12797,23901,16.738298038602796
ZCTA5 23909,-666666666,0,0,23909,
ZCTA5 23915,57756,231,1277,23915,18.089271730618638
ZCTA5 23917,69375,355,2872,23917,12.360724233983285
ZCTA5 23919,55673,275,1855,23919,14.824797843665769
ZCTA5 23920,49459,138,2936,23920,4.700272479564033
ZCTA5 23921,64183,345,2047,23921,16.853932584269664
ZCTA5 23922,65677,662,2716,23922,24.374079528718703
ZCTA5 23923,43606,638,2362,23923,27.01100762066046
ZCTA5 23924,40476,954,5870,23924,16.25212947189097
ZCTA5 23927,56250,334,4177,23927,7.99616949964089
ZCTA5 23930,49771,697,5446,23930,12.79838413514506
ZCTA5 23934,-666666666,102,526,23934,19.39163498098859
ZCTA5 23936,47939,688,4690,23936,14.66950959488273
ZCTA5 23937,40174,308,2154,23937,14.298978644382544
ZCTA5 23938,-666666666,51,178,23938,28.651685393258425
ZCTA5 23942,44324,93,1355,23942,6.863468634686347
ZCTA5 23943,-666666666,0,0,23943,
ZCTA5 23944,47408,395,3509,23944,11.256768310059845
ZCTA5 23947,47250,714,3585,23947,19.9163179916318
ZCTA5 23950,39844,982,3449,23950,28.47202087561612
ZCTA5 23952,-666666666,0,199,23952,0.0
ZCTA5 23954,47266,739,2406,23954,30.714879467996674
ZCTA5 23955,-666666666,0,16,23955,0.0
ZCTA5 23958,52097,662,2524,23958,26.22820919175911
ZCTA5 23959,63646,311,1290,23959,24.108527131782946
ZCTA5 23960,50638,460,1884,23960,24.416135881104033
ZCTA5 23962,65682,43,444,23962,9.684684684684685
ZCTA5 23963,54922,48,286,23963,16.783216783216783
ZCTA5 23964,42800,129,1098,23964,11.748633879781421
ZCTA5 23966,54313,303,1832,23966,16.53930131004367
ZCTA5 23967,63073,328,1206,23967,27.197346600331674
ZCTA5 23968,45865,134,698,23968,19.197707736389685
ZCTA5 23970,40319,1780,7758,23970,22.94405774684197
ZCTA5 23974,43891,811,4044,23974,20.054401582591495
ZCTA5 23976,18281,27,64,23976,42.1875
ZCTA5 24011,56779,79,654,24011,12.079510703363914
ZCTA5 24012,48930,5001,29403,24012,17.00846852362004
ZCTA5 24013,46039,1437,8168,24013,17.593046033300684
ZCTA5 24014,54455,2107,16269,24014,12.951011125453316
ZCTA5 24015,62109,1492,15617,24015,9.553691490042903
ZCTA5 24016,34621,3400,8915,24016,38.13796971396523
ZCTA5 24017,39424,5505,23058,24017,23.874577153265676
ZCTA5 24018,81957,1945,38058,24018,5.110620631667455
ZCTA5 24019,72634,1246,28332,24019,4.397854016659608
ZCTA5 24020,-666666666,0,120,24020,0.0
ZCTA5 24022,-666666666,0,0,24022,
ZCTA5 24053,43169,528,2398,24053,22.018348623853214
ZCTA5 24054,50053,619,5697,24054,10.865367737405652
ZCTA5 24055,33757,2064,11340,24055,18.201058201058203
ZCTA5 24058,43269,10,202,24058,4.9504950495049505
ZCTA5 24059,90551,26,986,24059,2.636916835699797
ZCTA5 24060,56729,16653,47715,24060,34.900974536309334
ZCTA5 24061,-666666666,0,0,24061,
ZCTA5 24064,80893,302,5232,24064,5.77217125382263
ZCTA5 24065,67941,434,6352,24065,6.8324937027707815
ZCTA5 24066,53116,456,5112,24066,8.92018779342723
ZCTA5 24067,57923,446,2229,24067,20.008972633467923
ZCTA5 24069,46875,329,1599,24069,20.57535959974984
ZCTA5 24070,96136,39,1661,24070,2.347983142685129
ZCTA5 24072,86094,17,1073,24072,1.5843429636533086
ZCTA5 24073,62904,3754,29787,24073,12.602813307818847
ZCTA5 24076,36071,321,1211,24076,26.507018992568128
ZCTA5 24077,54353,62,940,24077,6.595744680851063
ZCTA5 24078,42982,913,7315,24078,12.481203007518797
ZCTA5 24079,43921,165,2058,24079,8.017492711370263
ZCTA5 24082,70288,62,557,24082,11.131059245960502
ZCTA5 24083,100893,55,3972,24083,1.3846928499496476
ZCTA5 24084,57511,980,9862,24084,9.937132427499492
ZCTA5 24085,45515,264,2192,24085,12.043795620437956
ZCTA5 24086,76250,0,188,24086,0.0
ZCTA5 24087,43091,1343,4190,24087,32.05250596658711
ZCTA5 24088,35206,956,3944,24088,24.239350912778903
ZCTA5 24089,42587,376,2814,24089,13.361762615493959
ZCTA5 24090,80225,544,4788,24090,11.36173767752715
ZCTA5 24091,55154,559,7469,24091,7.484268309010577
ZCTA5 24092,86838,398,3795,24092,10.487483530961791
ZCTA5 24093,69688,23,100,24093,23.0
ZCTA5 24095,67297,288,3537,24095,8.142493638676845
ZCTA5 24101,71211,606,6132,24101,9.882583170254403
ZCTA5 24102,56280,112,1685,24102,6.646884272997032
ZCTA5 24104,76571,52,2565,24104,2.02729044834308
ZCTA5 24105,44150,110,420,24105,26.190476190476193
ZCTA5 24112,40603,5500,29564,24112,18.603707211473413
ZCTA5 24120,43674,278,1703,24120,16.32413388138579
ZCTA5 24121,76843,1057,10892,24121,9.704370179948587
ZCTA5 24122,57796,66,1407,24122,4.690831556503198
ZCTA5 24124,52708,652,4625,24124,14.097297297297299
ZCTA5 24127,49861,679,3928,24127,17.28615071283096
ZCTA5 24128,64091,92,1981,24128,4.644119131751641
ZCTA5 24129,-666666666,0,120,24129,0.0
ZCTA5 24131,-666666666,0,71,24131,0.0
ZCTA5 24132,-666666666,153,253,24132,60.47430830039525
ZCTA5 24133,43438,284,2436,24133,11.658456486042693
ZCTA5 24134,61837,438,5723,24134,7.6533286737724975
ZCTA5 24136,61321,311,2805,24136,11.0873440285205
ZCTA5 24137,57770,209,2970,24137,7.037037037037037
ZCTA5 24138,52030,291,1598,24138,18.21026282853567
ZCTA5 24139,30549,192,634,24139,30.28391167192429
ZCTA5 24141,53576,5156,21013,24141,24.53719126255175
ZCTA5 24142,-666666666,0,0,24142,
ZCTA5 24147,49205,104,1125,24147,9.244444444444444
ZCTA5 24148,47122,1282,8585,24148,14.93302271403611
ZCTA5 24149,55714,248,3658,24149,6.779661016949152
ZCTA5 24150,61250,106,686,24150,15.451895043731778
ZCTA5 24151,54234,2839,17985,24151,15.785376702807897
ZCTA5 24153,70168,3357,34564,24153,9.71241754426571
ZCTA5 24161,43158,60,444,24161,13.513513513513514
ZCTA5 24162,64133,65,2068,24162,3.1431334622823983
ZCTA5 24165,53412,181,1260,24165,14.365079365079364
ZCTA5 24167,-666666666,20,112,24167,17.857142857142858
ZCTA5 24168,-666666666,204,256,24168,79.6875
ZCTA5 24171,52161,608,8081,24171,7.523821309243905
ZCTA5 24174,53523,389,2997,24174,12.979646312979645
ZCTA5 24175,74198,557,7540,24175,7.387267904509284
ZCTA5 24176,98594,110,1179,24176,9.32994062765055
ZCTA5 24179,64938,1846,18923,24179,9.755324208634994
ZCTA5 24184,55550,613,3833,24184,15.992695016957997
ZCTA5 24185,70029,19,705,24185,2.6950354609929077
ZCTA5 24201,42669,2947,15609,24201,18.88013325645461
ZCTA5 24202,53374,1705,12277,24202,13.887757595503789
ZCTA5 24210,51502,2429,16127,24210,15.061697773919514
ZCTA5 24211,74434,512,9856,24211,5.194805194805195
ZCTA5 24216,32873,801,2498,24216,32.065652522017615
ZCTA5 24217,44643,42,270,24217,15.555555555555555
ZCTA5 24219,57898,1446,9825,24219,14.717557251908397
ZCTA5 24220,46289,74,833,24220,8.883553421368548
ZCTA5 24221,41771,222,679,24221,32.695139911634755
ZCTA5 24224,41610,1309,5422,24224,24.14238288454445
ZCTA5 24225,27354,526,2276,24225,23.110720562390156
ZCTA5 24226,35417,364,1529,24226,23.80640941792021
ZCTA5 24228,35481,1382,5703,24228,24.232859898299143
ZCTA5 24230,47986,1776,7462,24230,23.800589654248192
ZCTA5 24236,32222,739,3083,24236,23.9701589361012
ZCTA5 24237,24292,220,821,24237,26.796589524969548
ZCTA5 24239,-666666666,109,118,24239,92.37288135593221
ZCTA5 24243,46827,206,1557,24243,13.2305716120745
ZCTA5 24244,36309,1120,5165,24244,21.684414327202322
ZCTA5 24245,43162,148,797,24245,18.569636135508155
ZCTA5 24246,32571,39,263,24246,14.82889733840304
ZCTA5 24248,40833,389,2292,24248,16.972076788830716
ZCTA5 24250,28080,325,993,24250,32.72910372608258
ZCTA5 24251,45449,931,7767,24251,11.986610016737478
ZCTA5 24256,34567,518,3213,24256,16.122004357298476
ZCTA5 24258,39044,91,1261,24258,7.216494845360824
ZCTA5 24260,33860,1209,5009,24260,24.13655420243562
ZCTA5 24263,37317,1667,5556,24263,30.00359971202304
ZCTA5 24265,-666666666,249,1258,24265,19.793322734499206
ZCTA5 24266,43044,1500,8654,24266,17.333025190663275
ZCTA5 24269,-666666666,71,435,24269,16.32183908045977
ZCTA5 24270,44583,14,503,24270,2.783300198807157
ZCTA5 24271,40139,395,2499,24271,15.806322529011604
ZCTA5 24272,28504,117,642,24272,18.22429906542056
ZCTA5 24273,35599,1397,5844,24273,23.90485968514716
ZCTA5 24277,29938,1719,4761,24277,36.10586011342155
ZCTA5 24279,40530,508,3975,24279,12.779874213836479
ZCTA5 24280,62344,148,1082,24280,13.67837338262477
ZCTA5 24281,45938,400,2369,24281,16.88476150274377
ZCTA5 24282,28500,219,780,24282,28.076923076923077
ZCTA5 24283,33177,557,1999,24283,27.863931965982992
ZCTA5 24290,46875,302,2203,24290,13.708579210167954
ZCTA5 24292,31576,114,389,24292,29.30591259640103
ZCTA5 24293,44286,1728,8266,24293,20.904911686426324
ZCTA5 24301,51878,2354,13807,24301,17.049322807271675
ZCTA5 24311,40813,250,1425,24311,17.543859649122805
ZCTA5 24312,31902,410,1650,24312,24.848484848484848
ZCTA5 24313,38472,110,729,24313,15.089163237311384
ZCTA5 24314,52593,150,1286,24314,11.66407465007776
ZCTA5 24315,56995,247,2741,24315,9.011309740970448
ZCTA5 24316,-666666666,0,39,24316,0.0
ZCTA5 24317,29593,843,3612,24317,23.33887043189369
ZCTA5 24318,58424,177,551,24318,32.12341197822142
ZCTA5 24319,43564,942,6142,24319,15.337023770758709
ZCTA5 24322,-666666666,0,23,24322,0.0
ZCTA5 24323,75282,30,1074,24323,2.793296089385475
ZCTA5 24324,73174,196,2101,24324,9.328891004283674
ZCTA5 24325,72392,191,1115,24325,17.130044843049326
ZCTA5 24326,38030,35,847,24326,4.132231404958678
ZCTA5 24327,-666666666,0,0,24327,
ZCTA5 24328,42295,207,1776,24328,11.655405405405405
ZCTA5 24330,38382,720,2792,24330,25.787965616045845
ZCTA5 24333,47364,3019,18124,24333,16.657470757007285
ZCTA5 24340,57188,682,6183,24340,11.030244218017144
ZCTA5 24343,46447,904,8194,24343,11.032462777642177
ZCTA5 24347,61838,157,1597,24347,9.830932999373825
ZCTA5 24348,40750,775,3865,24348,20.051746442432083
ZCTA5 24350,47500,490,1606,24350,30.510585305105852
ZCTA5 24351,16375,210,389,24351,53.98457583547558
ZCTA5 24352,44365,63,1188,24352,5.303030303030303
ZCTA5 24354,40075,2378,13783,24354,17.253137923528985
ZCTA5 24360,63445,545,5648,24360,9.64943342776204
ZCTA5 24361,61071,455,4734,24361,9.611322348964935
ZCTA5 24363,48188,77,1119,24363,6.881143878462913
ZCTA5 24366,39297,61,439,24366,13.895216400911162
ZCTA5 24368,57865,770,4999,24368,15.403080616123225
ZCTA5 24370,42798,1454,6110,24370,23.797054009819966
ZCTA5 24374,39023,100,589,24374,16.97792869269949
ZCTA5 24375,53451,450,1743,24375,25.817555938037867
ZCTA5 24377,49145,57,544,24377,10.477941176470589
ZCTA5 24378,29570,224,856,24378,26.168224299065418
ZCTA5 24380,46431,197,2480,24380,7.943548387096774
ZCTA5 24381,54234,316,3271,24381,9.66065423417915
ZCTA5 24382,49813,2505,14336,24382,17.473493303571427
ZCTA5 24401,54348,3997,35309,24401,11.320060041349231
ZCTA5 24411,-666666666,3,3,24411,100.0
ZCTA5 24412,-666666666,0,173,24412,0.0
ZCTA5 24413,50417,0,271,24413,0.0
ZCTA5 24415,-666666666,0,26,24415,0.0
ZCTA5 24416,44153,1688,9029,24416,18.695315095802414
ZCTA5 24421,86189,185,3683,24421,5.023079011675264
ZCTA5 24422,46034,933,5769,24422,16.172646905876235
ZCTA5 24426,47469,1847,13247,24426,13.94277949724466
ZCTA5 24430,40357,364,1614,24430,22.55266418835192
ZCTA5 24431,51803,569,2563,24431,22.200546234881
ZCTA5 24432,-666666666,0,281,24432,0.0
ZCTA5 24433,60417,0,82,24433,0.0
ZCTA5 24435,54846,64,1537,24435,4.163955757970072
ZCTA5 24437,74334,235,1514,24437,15.521796565389694
ZCTA5 24439,38700,145,1126,24439,12.877442273534637
ZCTA5 24440,60000,244,2666,24440,9.152288072018004
ZCTA5 24441,71964,622,6129,24441,10.148474465655083
ZCTA5 24442,58333,38,82,24442,46.34146341463415
ZCTA5 24445,49332,627,2450,24445,25.591836734693878
ZCTA5 24448,-666666666,35,379,24448,9.234828496042216
ZCTA5 24450,67423,1807,13667,24450,13.22162874076242
ZCTA5 24457,-666666666,59,329,24457,17.933130699088146
ZCTA5 24458,45143,46,296,24458,15.54054054054054
ZCTA5 24459,89904,0,582,24459,0.0
ZCTA5 24460,40227,169,1159,24460,14.581535806729939
ZCTA5 24464,31967,0,221,24464,0.0
ZCTA5 24465,54599,191,1317,24465,14.502657555049355
ZCTA5 24467,87917,96,2662,24467,3.606311044327573
ZCTA5 24469,-666666666,0,0,24469,
ZCTA5 24471,56944,81,1474,24471,5.495251017639077
ZCTA5 24472,43750,260,2113,24472,12.304779933743493
ZCTA5 24473,61711,30,725,24473,4.137931034482759
ZCTA5 24474,34688,57,464,24474,12.284482758620689
ZCTA5 24476,66688,0,214,24476,0.0
ZCTA5 24477,68898,1180,11656,24477,10.123541523678792
ZCTA5 24479,79167,192,1785,24479,10.756302521008404
ZCTA5 24482,60911,201,4529,24482,4.438065798189446
ZCTA5 24483,92440,112,881,24483,12.712826333711691
ZCTA5 24484,57794,24,598,24484,4.013377926421405
ZCTA5 24485,67917,18,415,24485,4.337349397590361
ZCTA5 24486,72037,78,3467,24486,2.2497836746466686
ZCTA5 24487,70392,4,419,24487,0.9546539379474941
ZCTA5 24501,42951,5317,24324,24501,21.859069232034205
ZCTA5 24502,58360,5045,39879,24502,12.650768574939192
ZCTA5 24503,79335,1791,18701,24503,9.577027966418909
ZCTA5 24504,44486,2258,9240,24504,24.437229437229437
ZCTA5 24515,-666666666,0,0,24515,
ZCTA5 24517,39767,733,4968,24517,14.754428341384862
ZCTA5 24520,39589,356,2218,24520,16.05049594229035
ZCTA5 24521,62706,875,8999,24521,9.723302589176575
ZCTA5 24522,54191,1329,9494,24522,13.99831472508953
ZCTA5 24523,57184,2909,20691,24523,14.059252815233677
ZCTA5 24526,63246,65,1424,24526,4.564606741573034
ZCTA5 24527,65521,180,3176,24527,5.6675062972292185
ZCTA5 24528,50538,643,3510,24528,18.31908831908832
ZCTA5 24529,40104,388,1429,24529,27.1518544436669
ZCTA5 24530,-666666666,255,906,24530,28.14569536423841
ZCTA5 24531,50996,1148,8155,24531,14.07725321888412
ZCTA5 24534,40341,265,1618,24534,16.378244746600743
ZCTA5 24536,-666666666,0,204,24536,0.0
ZCTA5 24538,52625,390,4818,24538,8.094645080946451
ZCTA5 24539,50931,0,360,24539,0.0
ZCTA5 24540,40496,6295,30349,24540,20.74203433391545
ZCTA5 24541,44613,5939,27937,24541,21.258546014246342
ZCTA5 24549,48893,591,4102,24549,14.407606045831301
ZCTA5 24550,65489,478,7724,24550,6.188503366131538
ZCTA5 24551,83995,822,26178,24551,3.1400412560165023
ZCTA5 24553,65380,190,2224,24553,8.543165467625899
ZCTA5 24554,47500,323,3333,24554,9.69096909690969
ZCTA5 24555,52500,272,2495,24555,10.901803607214429
ZCTA5 24556,75881,199,2756,24556,7.220609579100145
ZCTA5 24557,39110,1428,7439,24557,19.19612851189676
ZCTA5 24558,35781,1192,6167,24558,19.328684935949408
ZCTA5 24562,55577,132,532,24562,24.81203007518797
ZCTA5 24563,44965,875,5346,24563,16.36737747848859
ZCTA5 24565,44688,96,1077,24565,8.913649025069638
ZCTA5 24566,65956,77,1330,24566,5.7894736842105265
ZCTA5 24569,45750,79,760,24569,10.394736842105264
ZCTA5 24570,-666666666,0,0,24570,
ZCTA5 24571,44226,252,2127,24571,11.847672778561353
ZCTA5 24572,56044,1907,15422,24572,12.36545195175723
ZCTA5 24574,62500,515,4476,24574,11.505808757819482
ZCTA5 24577,38389,717,4390,24577,16.33257403189066
ZCTA5 24578,56615,188,840,24578,22.380952380952383
ZCTA5 24579,32000,101,865,24579,11.676300578034681
ZCTA5 24580,49375,114,631,24580,18.066561014263076
ZCTA5 24581,-666666666,0,0,24581,
ZCTA5 24586,48715,618,4515,24586,13.687707641196011
ZCTA5 24588,55999,868,9384,24588,9.249786871270247
ZCTA5 24589,47056,199,2345,24589,8.486140724946695
ZCTA5 24590,77807,493,7689,24590,6.41175705553388
ZCTA5 24592,49658,2040,13519,24592,15.08987351135439
ZCTA5 24593,61614,260,2682,24593,9.694258016405668
ZCTA5 24594,44688,285,1965,24594,14.50381679389313
ZCTA5 24595,-666666666,38,137,24595,27.73722627737226
